sku,qty,est_cost,supplier,day_generated,arrival_day
QUENCHER 300ML DRINKING WATER,356,5490.2868422807605,EXCEL CHEMICALS LTD,7,10
AQUAMIST 300ML MINERAL WATER,324,7951.211674025295,AQUAMIST LIMITED,7,10
QUENCHER 500ML DRINKING WATER,301,6368.825727052964,EXCEL CHEMICALS LTD,7,10
QUENCHER 1LT DRINKING WATER,270,10407.65026321813,EXCEL CHEMICALS LTD,7,10
KERINGET 500ML MINERAL WATER,249,11184.26178221449,COCA COLA BEVERAGES KENYA LTD,7,10
COKE PET 350ML,236,9176.485555966015,COCA COLA BEVERAGES KENYA LTD,7,10
BIO 200ML GREEK STYLE NATURE PLAIN YOGHURT,218,30148.12061953429,BIO FOOD PRODUCTS LTD,7,10
AQUAMIST 500ML MINERAL WATER,212,8369.288394543548,AQUAMIST LIMITED,7,10
DUNHILL 20S SWITCH,201,75576.0,NOBLE OUTLOOK LIMITED,7,10
TUSKER CAN 500ML BEER,200,34031.628279312594,KENYA BREWERIES LTD,7,10
EMBASSY BY DUNHILL BLUE 20S,196,72128.19841251582,NOBLE OUTLOOK LIMITED,7,10
KERINGET 18.9LT MINERAL WATER REFIL,189,90513.81734582168,COCA COLA BEVERAGES KENYA LTD,7,10
COKE PET 500ML,184,9787.015663503224,COCA COLA BEVERAGES KENYA LTD,7,10
COKE ZERO 330ML CAN,171,13211.043687019921,COCA COLA BEVERAGES KENYA LTD,7,10
COKE ZERO 500ML PET,167,8707.434648700673,COCA COLA BEVERAGES KENYA LTD,7,10
AQUAMIST 1LTR SPARKLING WATER,162,12316.202223398626,AQUAMIST LIMITED,7,10
SCHWEPPES TONIC WATER 500ML PET,153,9288.324515585511,COCA COLA BEVERAGES KENYA LTD,7,10
AQUAMIST 20LT MINERAL WATER,142,59920.82406678217,AQUAMIST LIMITED,7,10
BROOKSIDE 500ML NATURAL LALA BOTTLE,134,9648.286535248915,BROOKSIDE DAIRY LIMITED,7,10
COKE 330ML CAN,133,10379.827116637065,COCA COLA BEVERAGES KENYA LTD,7,10
DL 37G FILLED CHOCOLATES MINT CHOC,133,7414.096618047764,GLACIER PRODUCTS LTD 2ND,7,10
MAYERS 1L SPARKLING WATER PLASTIC,128,9854.305164644715,MALACHITE LIMITED,7,10
SAFARI 300ML LEMONADE LIME DRINK,126,4896.144548286606,BOUNTY LIMITED,7,10
NUTFIELDS 20G CASHEW NUTS ROASTED AND SALTED,126,7056.0,KENYA NUT COMPANY,7,10
MAGGI 4G 28S CUBE FORTIFIED,125,10609.45899379738,NESTLE KENYA LTD,7,10
TUSKER 500ML LAGER BEER,124,20732.800000000003,KENYA BREWERIES LTD,7,10
COCA COLA 300ML,124,3968.0,COCA COLA BEVERAGES KENYA LTD,7,10
COCA COLA 300ML EMPTY BOTTLE,124,1488.0,COCA COLA BEVERAGES KENYA LTD,7,10
NUTFIELD 20G MAC NUTS LOCAL,124,6348.8,KENYA NUT COMPANY,7,10
AQUAMIST 500ML SPARKLING WATER,123,6779.483828186994,AQUAMIST LIMITED,7,10
NUTFIELDS 20G MIXED NUTS,120,5280.0,KENYA NUT COMPANY,7,10
WHITE CAP 500ML LAGER BEER,120,22944.000000000004,KENYA BREWERIES LTD,7,10
ISINYA 6S EGGS,119,11918.859163777859,ISINYA FEEDS LIMITED,7,10
BIO 150ML VANILLA YOGHURT,117,10882.484115996258,BIO FOOD PRODUCTS LTD,7,10
SPRITE PET 350ML,113,4396.1837779833495,COCA COLA BEVERAGES KENYA LTD,7,10
SCHWEPPES SODA WATER 500ML PET,113,6840.605838902569,COCA COLA BEVERAGES KENYA LTD,7,10
KRACKLES BANG BANG CHILLI 30G,110,4848.733333333334,PROPACK KENYA LTD,7,10
GUINNESS 500ML CAN,109,19941.882084617057,KENYA BREWERIES LTD,7,10
KRACKLES POTATO CRISP BBQ30G,109,4758.626160990712,PROPACK KENYA LTD,7,10
NESTLE 41.5G KITKAT 4 FINGER MILK,109,14569.034143049934,GLACIER PRODUCTS LTD 2ND,7,10
BALOZI 500ML CAN,104,17100.609329568375,KENYA BREWERIES LTD,7,10
HIGHLANDS 500ML MINERAL WATER,102,2040.0346570397114,HIGHLANDS DRINKS LIMITED,7,10
TUSKER LITE 500ML CAN,101,20892.56205815832,KENYA BREWERIES LTD,7,10
ILARA 500ML MAZIWA LALA,100,7200.0,BROOKSIDE DAIRY LIMITED,7,10
ISINYA 30S EGGS,96,41570.53303769401,ISINYA FEEDS LIMITED,7,10
KRACKLES CHEESE & ONION 30G,96,4255.407813570939,PROPACK KENYA LTD,7,10
OLA 40G CHEESE CRUNCH TORTILA CHIPS,95,4895.979699911739,PROPACK KENYA LTD,7,10
URBAN STIX 35G BARBEQUE SNACKS,95,2660.0,NORDA INDUSTRIES LTD.,7,10
GOLD CROWN 500ML ASEPTIC LONG LIFE 24,95,3707.6337431114885,NEW KENYA COOP CREAMERIES  LTD,7,10
SPRITE PET 500ML,94,4970.201316110163,COCA COLA BEVERAGES KENYA LTD,7,10
COKE PET 2LTS,91,11984.3380929564,COCA COLA BEVERAGES KENYA LTD,7,10
MAYERS 500ML SPARKLING WATER PLASTIC,89,5292.55014164306,MALACHITE LIMITED,7,10
WRIGLEYS ORBIT 10S PEPPERMINT SF,88,4828.895670103093,RADBONE CLARK LIMITED MARS,7,10
WRIGLEYS P.K 10S CHEWING GUM PEPPERMINT,87,1856.4676703240625,RADBONE CLARK LIMITED MARS,7,10
KABARNET 300ML MINERAL WATER,85,1294.4650440186433,KHETIA DRAPERS LTD,7,10
FANTA ORANGE PET 350ML,84,3271.4893876478322,COCA COLA BEVERAGES KENYA LTD,7,10
SPRITE 330ML CAN REGULAR,83,6409.513733098176,COCA COLA BEVERAGES KENYA LTD,7,10
WRIGLEYS JUICY FRUIT 10S CLASSIC,83,1770.6494690494692,RADBONE CLARK LIMITED MARS,7,10
KERINGET 1LT MINERAL WATER,82,5698.463318112634,COCA COLA BEVERAGES KENYA LTD,7,10
DASANI 500ML MINERAL WATER,81,2176.522428499749,COCA COLA BEVERAGES KENYA LTD,7,10
AQUAMIST 1LT MINERAL WATER,81,4958.32359295054,AQUAMIST LIMITED,7,10
ISINYA 15S EGGS,81,20101.70528948029,ISINYA FEEDS LIMITED,7,10
OLA 40G MEXICAN CRUNCH TORTILA CHIPS,81,4177.35743801653,PROPACK KENYA LTD,7,10
PICK N PEEL 250ML MANGO,81,4585.421762050031,KEVIAN KENYA LTD,7,10
TENA 10S WHITE TOILET ROLLS,81,29203.99315295417,AFRICAN COTTON INDUSTRIES LTD,7,10
WRIGLEYS ORBIT 10S BUBBLEMINT SF,77,4233.641304964539,RADBONE CLARK LIMITED MARS,7,10
DUNHILL 20S DOUBLE CAP,76,28576.0,NOBLE OUTLOOK LIMITED,7,10
BIO 150ML STRAWBERRY YOGHURT,76,7187.873830961371,BIO FOOD PRODUCTS LTD,7,10
FANTA ORANGE PET 500ML,76,4016.579412603365,COCA COLA BEVERAGES KENYA LTD,7,10
PICK N PEEL 250ML TROPICAL MIX,75,4248.031914893617,KEVIAN KENYA LTD,7,10
MAYERS 1LT SPRING MINERAL WATER,75,4225.717321997875,MALACHITE LIMITED,7,10
PREDATOR 400ML ENERGY DRINK PET,74,3727.5560185830436,COCA COLA BEVERAGES KENYA LTD,7,10
VELVEX 100S WHITE SERVIETTES,74,6878.767460109862,CHANDARIA INDUSTRIES  LTD,7,10
KNORR 51G 6S CHICKEN CUBES,74,5579.24710038269,UNILEVER KENYA LIMITED,7,10
MENENGAI CREAM 1KG SOAP,71,11643.925888997082,MENENGAI O REFINERIES LTD,7,10
BIO 150ML NATURAL YOGHURT,71,6554.111428571429,BIO FOOD PRODUCTS LTD,7,10
KRACKLES SALT&VINEGAR 30GM,71,3077.5974018305287,PROPACK KENYA LTD,7,10
WRIGLEYS P.K 10S CHEWING GUM MENTHOL,70,1491.5578406169668,RADBONE CLARK LIMITED MARS,7,10
COKE 1.25L PET,68,6953.052205161713,COCA COLA BEVERAGES KENYA LTD,7,10
PICK N PEEL 250ML APPLE,67,3814.496265560166,KEVIAN KENYA LTD,7,10
PICK N PEEL 250ML PINEAPPLE JUICE,66,3728.113363732024,KEVIAN KENYA LTD,7,10
AQUAMIST 1.5LT MINERAL WATER,66,4870.919637462236,AQUAMIST LIMITED,7,10
FANTA ORANGE PET 2LTS,66,8103.8804306523125,COCA COLA BEVERAGES KENYA LTD,7,10
COKE ZERO SUGAR 300ML,65,2080.0,COCA COLA BEVERAGES KENYA LTD,7,10
COKE ZERO SUGAR 300ML EMPTY BOTTLE,65,780.0,COCA COLA BEVERAGES KENYA LTD,7,10
BROOKSIDE 500ML SWEET LALA BOTTLE,65,4940.0182520182525,BROOKSIDE DAIRY LIMITED,7,10
FANTA BLACKCURRANT PET 500ML,65,3441.01494520093,COCA COLA BEVERAGES KENYA LTD,7,10
COKE ZERO 2L PET,65,8610.112600536193,COCA COLA BEVERAGES KENYA LTD,7,10
AQUACLEAR 500ML MINERAL WATER,64,1601.4833282904692,DEVYANI FOOD INDUSTRIES K LIMITED MILK AND YOGHURT,7,10
DASANI 1L MINERAL WATER,64,2956.5988686360784,COCA COLA BEVERAGES KENYA LTD,7,10
ILARA 500ML TNC PLAIN CUP,63,5919.54951724138,BROOKSIDE DAIRY LIMITED,7,10
KERINGET 1LT SPARKLING MINERAL WATER,63,5308.450616848785,COCA COLA BEVERAGES KENYA LTD,7,10
SUNLIGHT 175G PURE SOAP YELLOW,62,3533.5490156823494,UNILEVER KENYA LIMITED,7,10
MAYERS 500ML STILL MINERAL WATER,61,2335.9985780305724,MALACHITE LIMITED,7,10
KIRICHWA 2KG ICE CUBES,61,9760.0,KIRICHWA WATER LIMITED,7,10
SPRITE SODA PET 2LTS,61,7517.197937726285,COCA COLA BEVERAGES KENYA LTD,7,10
BROOKSIDE 1L NATURAL LALA BOTTLE,61,8052.051422550054,BROOKSIDE DAIRY LIMITED,7,10
SMIRNOFF 330ML PINEAPPLE PUNCH ICE CAN,60,9700.227508305648,UDV KENYA LIMITED,7,10
MR.BERRYS KING KUBWA XXL STRAWBERRY LOLLIPOP,59,776.3662009314704,MZURI SWEETS LIMITED,7,10
BIO 200ML GREEK STYLE YOGHURT VANILLA,58,7992.507407407408,BIO FOOD PRODUCTS LTD,7,10
FANTA BLACK CURRANT 350ML PET,58,2254.3729711825113,COCA COLA BEVERAGES KENYA LTD,7,10
SNICKERS 40G SINGLE CHOCO BAR,58,7607.216133162612,RADBONE CLARK LIMITED MARS,7,10
CARTOONS 30G TANGY TOMATO CRISPS,58,2612.022478386167,PROPACK KENYA LTD,7,10
AQUAMIST 5LT MINERAL WATER,58,9930.845311955383,AQUAMIST LIMITED,7,10
FANTA BLACKCURRANT PET 2LTS,58,7090.8636207488835,COCA COLA BEVERAGES KENYA LTD,7,10
OREO 55.2G ORIGINAL COOKIES,57,3133.3597416576968,HASBAH KENYA LTD CADBURY,7,10
VELVEX SNOW WHITE 10 PACK,57,20849.516742081447,CHANDARIA INDUSTRIES  LTD,7,10
PILSNER 500ML LAGER BEER,57,9530.400000000001,KENYA BREWERIES LTD,7,10
BIO 150ML BERRY COCKTAIL YOGHURT,56,4994.941737125289,BIO FOOD PRODUCTS LTD,7,10
KRAC KURLS 25G TANGY CHEESE,56,1751.210480349345,PROPACK KENYA LTD,7,10
ROTHMANS SWITCH BLUE 20S,54,15768.034244946492,NOBLE OUTLOOK LIMITED,7,10
BROOKSIDE 500G SALTED BUTTER,53,31848.41394611727,BROOKSIDE DAIRY LIMITED,7,10
ISINYA 12S EGGS,52,10490.214133441164,ISINYA FEEDS LIMITED,7,10
PICK N PEEL 250ML ORANGE JUICE,52,3937.4284851534985,KEVIAN KENYA LTD,7,10
MR.BERRYS KING KUBWA XXL PASSION LOLLIPOP,52,689.767019667171,MZURI SWEETS LIMITED,7,10
FELIX 85G CAT CHICKEN,51,7770.559208899879,MERIT AFRICA LTD,7,10
FC 100G (30D) COLLAR BACON,51,7318.326807830604,FARMERS CHOICE LTD,7,10
HEINEKEN 500ML CAN BEER,51,11612.582360922659,KENYA WINE AGENCIES KWAL,7,10
BIO 90ML NATURAL Y0GHURT,49,3096.8,BIO FOOD PRODUCTS LTD,7,10
PICK N PEEL 1L ORANGE JUICE,49,12807.429409228114,KEVIAN KENYA LTD,7,10
FC 500G (14D) FRESH SAFARI BEEF SAUSAGE,48,14061.490725126474,FARMERS CHOICE LTD,7,10
PICK N PEEL 1LT APPLE,48,9928.416775682956,KEVIAN KENYA LTD,7,10
KRAC KURLS 25G CHILLI LEMON,48,1500.9038717246779,PROPACK KENYA LTD,7,10
DAIMA 500ML NATURAL PROBIOTIC CUP,47,4453.188481675393,DEVYANI FOOD INDUSTRIES K LIMITED MILK AND YOGHURT,7,10
FANTA PASSION PET 2LTS,47,5742.254238717841,COCA COLA BEVERAGES KENYA LTD,7,10
MENENGAI CREAM 800G SOAP,46,6030.229032258065,MENENGAI O REFINERIES LTD,7,10
BIO 150ML MANGO YOGHURT,45,4261.586206896552,BIO FOOD PRODUCTS LTD,7,10
LYONS 60ML TOFF N CHOCO W NUTS STICKLINE,45,2474.1473684210528,RAZCO LTD,7,10
